xuhao,type,content,answer,A,B,C,D,E,F
899,单选题,20.习近平总书记强调，要重视在____中发展党员，对技术能手、青年专家等优秀人才，党组织要直接联系、加强培养，把他们及时吸收到党的队伍中来。,C,生产经营一线,青年职工,生产经营一线和青年职工,,,
900,单选题,21.习近平总书记强调，严肃组织生活，要在增强____上下功夫,C,政治性、时代性、原则性、科学性,政治性、时代性、有效性、战斗性,政治性、时代性、原则性、战斗性,,,
901,单选题,22.有条件的企业要推行____一个部门抓，分属两个部门的要由一个领导管。,A,人事管理和基层党建,基层党建和纪检监察,人事管理和纪检监察,,,
902,单选题,23.强调坚定____，保持政治定力，坚定自己的路，就包括坚定支持国有企业发展壮大，坚定支持非公有经济发展壮大。,B,道路自信、理论自信、制度自信、思想自信,道路自信、理论自信、制度自信、文化自信,道路自信、理论自信、制度自信、经济自信,,,
903,单选题,24.要明确党委（党组）研究讨论是董事会、经理层决策重大问题的____，不能以党政联席会、总经理办公会代替党委（党组）会。,B,必要程序,前置程序,重要程序,,,
904,单选题,25.明确党组织参与重大问题决策是组织行为，不能以____个人参与决策代替党组织集体研究讨论。,A,书记,委员,总经理,,,
905,单选题,26.要突出监督重点，强化对关键岗位、重要人员特别是一把手的监督管理，完善____决策监督机制，严格日常管理，整合监督力量，形成监督合力。,A,“三重一大”,民主集中,选人用人,,,
906,单选题,27.要坚持____原则，保证党对干部人事工作的领导权和对重要干部的管理权，保证人选政治合格、作风过硬、廉洁不出问题。,C,党要管党,从严治党,党管干部,,,
907,单选题,28.要把____放在首位，加强对习近平总书记系列重要讲话精神的学习教育，用党中央治国理政新理念新思想新战略引领国有企业改革发展。,A,思想政治建设,理想信念教育,党性修养教育,,,
908,单选题,29.要把党员日常教育管理的基础性工作抓紧抓好，企业党组织“三会一课”要突出____。,C,思想政治建设,严肃党内政治生活,党性锻炼,,,
909,单选题,30.国有企业党委（党组）要负起党建工作主体责任，党组织书记要履行____责任。,A,第一责任人,主要责任人,重要责任人,,,
910,多选题,1.加强和改进新形势下国有企业党的建设，就是要通过____。,ABCD,贯彻落实党的理论和路线方针政策来把准企业改革发展的正确方向,党管干部、党管人才来建强企业领导班子和职工队伍,发挥基层党组织战斗堡垒作用和党员先锋模范作用来凝聚职工群众、推动各项任务落实,加强党风廉政建设来正风肃纪、防范风险,,
911,多选题,2.加强国企党建工作总要求，要坚持____。,ABCD,坚持党对国有企业的领导不动摇，发挥企业党组织的领导核心和政治核心作用,坚持服务生产经营不偏离，以企业改革发展成果检验党组织的工作和战斗力,坚持党组织对国有企业选人用人的领导和把关作用不能变,坚持建强国有企业基层党组织不放松,,
912,多选题,3.“中国特色”现代国有企业制度，要做到____。,ABD,把党的领导融入公司治理各环节,把企业党组织内嵌到公司治理结构之中,要坚持公有制经济的主体地位,明确和落实党组织在公司法人治理结构中的法定地位,,
913,多选题,4.国有企业要从严从实做好各项基础性工作，就要做到____。,ABCD,要进一步配齐配强党建工作力量，抓紧做好专职副书记和党务工作人员的配备工作，,要进一步规范党务工作部门设置，要进一步加强基本规章制度建设，,要进一步强化基本工作保障，建立党务人员和经营管理人员双向交流机制，,要按照上年度职工工资总额的一定比例安排党建工作经费。,,
914,多选题,5.要进一步加强基本规章制度建设，规范领导班子“三重一大”决策、个人事项报告、提醒函询诫勉等各项制度，落实____等组织制度。,ABD,“三会一课”,民主生活会会和组织生活会,民主集中制,民主评议党员,,
915,多选题,6.加强和改进国有企业党建工作，说到底是个责任问题，强化责任担当包括____。,ABC,增强管党治党意识,明确各层级的责任,严格考责和问责,落实“一岗双责”,,
916,多选题,7.要强化抓党建与抓改革同步对接的意识，坚持____，实现体制对接、机制对接、制度对接和工作对接。,ABCD,党的建设与国有企业改革同步谋划,党的组织及工作机构同步设置,党组织负责人及党务工作人员同步配备,党建工作同步开展,,
917,多选题,8.要坚持____，推动国有企业深化改革、提高经营管理水平，加强国有资产监管，坚定不移把国有企业做强做优做大。,BCD,有利于发展社会主义社会的生产力,有利于国有资产保值增值,有利于提高国有经济竞争力,有利于放大国有资本功能的方针,,
918,多选题,9.加强和改进国有企业党建工作，要强化责任担当，严格考核和问责。做到____,ABC,要研究制定国有企业党建工作考核评价办法，从思想政治引领、领导人员队伍建设、基层党组织建设、党风廉政建设等方面，明确考核的重点内容,要改进完善考核评价机制，将党建工作纳入企业领导班子和领导人员综合考评体系，增加党建工作权重,要强化党建工作与生产经营深度融合的意识，把促进企业生产经营作为党建工作的基本出发点和落脚点,要强化考评结果运用，与企业领导人员任免、薪酬、奖惩等挂钩，使党建工作由软指标变为硬约束。,,
919,多选题,10.各级党委要负起____的责任，把国有企业党的建设工作纳入整体工作部署和党的建设总体规划。,ABC,把握方向,统一领导,建强队伍,管理监督,,
920,判断题,1.国有企业党委（党组）发挥领导作用，把方向、管大局、保落实，依照规定讨论和决定企业重大事项。,A,对,错,,,,
921,判断题,2.国有企业和集体企业中党基层组织，围绕企业生产经营开展工作。,B,对,错,,,,
922,判断题,3.要推动党建工作与生产经营深度融合，把党建工作成效转化为企业发展优势。,A,对,错,,,,
923,判断题,4.国有企业是中国特色社会主义的重要思想基础和政治基础，是我们党执政兴国的重要支柱和依靠力量。,B,对,错,,,,
924,判断题,5.坚持党对国有企业的领导是重大政治原则，必须一以贯之。,A,对,错,,,,
925,判断题,6.建立现代企业制度是国有企业改革的方向。,A,对,错,,,,
926,判断题,7.中国特色现代国有企业制度，“特”就特在把领导融入公司治理各环节。,B,对,错,,,,
927,判断题,8.党对国有企业的领导是政治领导、精神领导、组织领导的有机统一。,B,对,错,,,,
928,判断题,9.要明确党组织在决策、执行、监督各环节的权责和工作方式，使党组织发挥作用组织化、制度化、具体化。,A,对,错,,,,
929,判断题,10.坚持全心全意依靠农民阶级的方针，是坚持党对国有企业领导的内在要求。,B,对,错,,,,
930,单选题,1.省公司主要领导调查研究时，陪同的省公司部门负责人原则上不超过____人，所到单位负责人不超过____人陪同；其他省公司领导调查研究时，陪同的省公司部门负责人原则上不超过____人，所到单位可安排____名负责人陪同，主要负责人可不陪同；省公司领导到市、县分公司调查研究时，不搞层层多人陪同，调研点所在单位安排____名负责人陪同。以下正确的是。,A,5/2/3/1/1,5/1/3/1/1,5/2/2/1/1,4/1/3/1/1,,
931,单选题,2.省公司、各市县公司在调研接待中，以下哪个做法是不正确的____。,B,不搞层层多人陪同、不到边界接送,组织员工列队迎送、安排合影,不张贴悬挂标语横幅、不铺设迎宾地毯、不摆放花草,不安排超规格住房、不赠送纪念品和土特产,,
932,单选题,3.以下不属于对外业务招待的是____。,D,外事招待：国外以及港澳台地区来访的涉外招待活动,商务招待：与合作伙伴、政企客户、合资合作方等发生的业务招待活动,一般性公务招待：为生产经营业务需要，除外事招待、商务招待之外发生的对外业务招待活动,集团内部上下级单位之间、平级单位之间，与生产经营业务需要相关的公务招待活动,,
933,单选题,4.下列费用不可作为业务招待费列支的是____。,D,宴请客户、来宾，或提供工作餐,因开展商务活动或接待国际来宾，赠送礼节性纪念品,接待客户、来宾发生的零星开支（如茶叶、水果等）,接待客户、来宾发生的香烟、高档酒水等开支,,
934,单选题,5.省管中层开展外事、商务招待活动，宴请标准每次人均不得超过____元；一般性的公务招待活动，工作餐标准每次人均不得超过____元。以下正确的是。,A,300/200,500/300,400/200,500/300,,
935,单选题,6.外事和商务招待活动，赠送纪念品标准每次人均不得超过____元；一般性公务招待活动不得赠送纪念品。以下正确的是。,B,200,300,400,500,,
936,单选题,7.内部业务招待活动，用餐标准每次人均不得超过____元，不上酒、不得赠送纪念品。,A,150,300,400,500,,
937,单选题,8.内部业务招待活动（集团内部上下级单位之间、平级单位之间，与生产经营业务需要相关的公务招待活动），招待对象在10人以内的，陪同人数不得超过____人；招待对象在10人以上的，陪同人数不得超过招待对象的____，以下正确的是。,C,4、二分之一,3、二分之一,3、三分之一,4、二分之一,,
938,单选题,9.使用业务招待费时，对于支出金额超过____元的大额业务招待费支出，应以银行转账或银行卡方式结算，不得以现金方式结算。,D,2000,3000,4000,5000,,
939,单选题,10.业务招待费由各级单位____归口管理。____会同____等相关部门，制定本单位业务招待费开支标准，审核业务招待费年度预算，分解落实业务招待费预算最终批准方案。以下正确的是。,A,综合部门 综合部门 财务,财务 财务 综合部门,综合部门 财务 主办部门,财务 财务 主办部门,,
940,单选题,11.各单位应加强业务招待费用预算管理，将各类业务招待费用全部纳入年度预算范围，并建立健全业务招待费预算编制、审核和执行监督工作机制。以下说法不正确的是____。,C,上级单位每年年初根据实际经营情况及相关监管要求，确定业务招待费年度管控目标，并明确相关管控要求。,本级单位对业务招待费实施分部门预算额度管控。,各单位应以招待活动计划、招待标准等为依据编制本部门的业务招待费预算，各部门业务招待费预算经综合部、财务部等相关部门审核后即可下达招待费预算。,各单位应强化业务招待费用预算执行跟踪监督机制，不得超预算或无预算安排支出，确需调整预算的，应重新履行预算审批程序。,,
941,单选题,12.省公司各部门在公司内部接待场所以外发生的业务招待，以下申请流程描述有误的是____。,C,单次接待费用总额在5000元（不含5000元）以下，由接待部门经办人填写纸质《外部业务招待申请单》，经本部门领导审核批准后，开展接待工作；,单次接待费用总额在5000元以上且1万元（不含1万元）以下，由接待部门经办人填写纸质《外部业务招待申请单》经本部门领导审核，再提交综合部部门领导会签同意后，开展接待工作；,单次接待费用总额在1万元（含1万元）以上，由接待部门经办人填写纸质《外部业务招待申请单》，经本部门领导审核、综合部部门领导会签同意后，呈报公司分管领导批准。,单次接待费用总额在1万元（含1万元）以上，接待前要在OA系统上填写《业务招待申请单》，办理接待立项审批手续。《业务招待申请单》需经本部门领导审核、综合部部门领导会签同意后，呈报公司分管领导批准。,,
942,单选题,13.报销时要提交的支撑材料，以下描述有误的是____。,C,发票、业务招待申请单,业务招待明细清单（多次招待事项集中汇总报销时提供）,银行卡POS机刷卡单（单次消费超过3000元且个人用银行卡先行垫付资金后报销时提供）,节假日业务招待报备邮件（节假日业务招待费用报销时提供）,,
943,单选题,14.业务招待费发票开具内容不包括以下____。,D,餐费,食品,茶叶,服装,,
944,单选题,15.国家法定节假日期间（元旦、春节、清明节、劳动节、端午节、中秋节、国庆节），除有特殊情况，一般不安排业务招待。各单位如确需在重大节日前、节日后3个工作日内，以及节日期间安排业务招待活动（包括各类内外部场所安排的业务招待活动），应按照以下流程申请____。,A,原则上应提前在重大节日前 5 个工作日以上以 OA 邮件向综合部门报备，再由综合部门汇总后向同级纪委报 告。同时，各单位向综合部门报备的 OA 邮件将作为节 假日业务招待费用报销的支撑材料。,原则上应提前在重大节日前 5 个工作日以上以 OA 邮 件向本部门领导报备，本部门领导审核后，OA 邮件作为 节假日业务招待费用报销的支撑材料。 ,原则上应提前在重大节日前 1 个工作日以上以 OA 邮 件向综合部门报备，再由综合部门汇总后向同级纪委报 告。同时，各单位向综合部门报备的 OA 邮件将作为节 假日业务招待费用报销的支撑材料。,原则上应提前在重大节日前1个工作日以上以OA邮件向本部门领导报备，本部门领导审核后，OA邮件作为节假日业务招待费用报销的支撑材料。,,
945,单选题,16.关于公司食堂内部接待，下面描述正确的是____,C,食堂内部接待无需建立审批机制；,员工食堂招待的标准及陪同人员等要求，无需按照中央八项规定及公司业务招待管理办法的文件要求执行，业务招待以工作餐为主；,招待申请单的格式内容，严格按照申请单的要求如实填写，内容清晰、准确、严谨。,员工食堂招待用餐在安全的情况下可适当使用高档食材。,,
946,单选题,17.关于公司食堂内部接待，下面描述正确的是____,A,员工食堂招待不得使用任何香烟和高档酒水，如茅台、五粮液等高价白酒，进口洋酒及葡萄酒等；,员工食堂接待可用招待名义补贴食堂福利；,员工食堂无需报备，可直接在国家法定节假日期间安排招待；,以上答案均不正确。,,
947,单选题,18.关于公司员工食堂接待，哪项不属于接待单必填项目____,D,招待级别,招待单位,来宾人数,菜式建议,,
948,单选题,19.关于省内会议分类的标准，以下描述有误的是____。,B,一类会议：省公司领导班子参加的董事会、党委会、总经理办公会、年度工作会议、总经理研讨会、务虚会、总经理座谈会、生产运营分析会；省公司主要负责人全程参加的其他会议。,二类会议：省公司主要负责人全程参加的其他会议；省公司分管领导、市公司主要领导参加的会议。,三类会议：省公司部门领导、市公司分管领导参加的会议。,四类会议：是指除上述一、二、三类会议以外的所有其他会议。,,
949,单选题,20.省市公司合并召开的二类会议，会期不超过____天。,C,1,2,3,4,,
950,单选题,21.一类会议和二类会议，工作人员需控制在会议代表人数的____以内。,B,10%,15%,20%,25%,,
951,单选题,22.关于会议现场布置，以下描述有误的是____。,A,会议活动现场布置要简朴，内部会议一律不专门摆鲜花、背板和会议证件的制作应简洁大方。,会议材料以电子版为主，严格控制、尽量减少纸质材料，确需印制纸质材料的不得使用彩色铜板纸印制。,不制作影集或相册。,公司一类及二类会议、有外部人员参加的会议等，确因工作需要可悬挂会议会标，会议会标应优先通过电子屏等形式展现。,,
952,单选题,23.召开会议均应遵循的原则，以下描述有误的是____。,B,坚持精简原则。要切实减少与公司中心工作关系不大的会议，性质相近、内容交叉、人员重复的会议合并召开。,各线条的牵头部门要发挥会议组织管理的统筹作用，公司级专业会议应尽量单独召开。,坚持实效原则。明确会议目的，精炼文件材料，合理安排会期和会议议程，保障会议效果。,坚持勤俭原则。严格执行费用标准，不得突破会议预算。,,
953,单选题,24.会议的归口管理部门为各级单位____，负责费用预算归口审核。各级单位____负责下达本公司会议费预算、审核会议费用的报账手续和票据，并进行相应的账务处理。以下正确的是。,A,综合部 财务部,财务部 财务部,综合部 综合部,财务部 综合部,,
954,单选题,25.省内会议综合定额的标准（元/人/天），以下描述有误的是____。,C,一类会议：住宿费540、伙食费150、其他费用110、合计800,二类会议：住宿费450、伙食费150、其他费用100、合计700,三类会议：住宿费400、伙食费150、其他费用100、合计650,四类会议：住宿费420、伙食费130、其他费用80、合计630,,
955,单选题,26.关于省内会议会期，以下描述有误的是____。,C,一类会议，会期一般不超过25天,二类会议，会期一般不超过2天,三类会议，会期一般不超过15天,四类会议，会期一般不超过15天。其中，规范、制度编写等会议可依据实际情况适当延长会期,,
956,单选题,27.会议组织实行分工责任制。一类会议由____组织承办；二类会议由____主办，____协助落实相关资源；三类、四类会议由会议发起部门组织承办。以下正确的是。,A,综合部、会议发起部门、综合部,会议发起部门、会议发起部门、综合部,会议发起部门、综合部、会议发起部门,综合部、综合部、会议发起部门,,
957,单选题,28.关于会议召开和形式，以下描述有误的是____。,D,会议应严格按照计划召开，计划外会议原则上不得召开，确实需要召开的，须严格履行审批程序,各单位要多采用非现场会议（视频会、电话会）方式来代替集中现场会议,会期在一天以内的，原则上采取视频会议方式,总结、通报、表彰以及专项部署等会议主要采用集中现场会议形式召开,,
958,单选题,29.省公司会议审批流程根据会议类别及预算金额的不同，进行分类逐级审批。关于计划内会议申请，以下描述有误的是____。,C,会议申请不超会议计划费用预算和会议类别，经会议主办部门领导和公司会议管理员审批即可结束,会议申请超出会议计划费用预算和会议类别，由公司分管领导审批,要求市公司第一负责人参加的会议由公司分管领导审批即可,要求省公司部门第一负责人参加的会议由公司分管领导及公司总经理审批,,
959,单选题,30.省公司会议审批流程根据会议类别及预算金额的不同，进行分类逐级审批。关于计划外会议申请，以下描述有误的是。,C,预算金额在1万元以下（含1万元），经会议主办部门领导和公司会议管理员审批即可结束,预算金额1万至10万元（含10万元），由公司会议管理员提交公司分管领导审批,预算金额10万至300万元（含300万元）或要求市公司、省公司部门第一负责人参加的会议，由公司会议管理员提交公司分管领导审批即可,预算金额300万元以上的，由总经理办公会决策,,
960,单选题,31.关于会议费用包含内容，以下描述有误的是____。,D,住宿费。会议期间，会务组统一安排参会人员、会务工作人员住宿产生的费用。,膳食费。会议期间，会务组统一安排参会人员、会务工作人员用餐产生的费用。,会场及设备租金。会场场地租赁费，相关设备租赁费（如音响、投影设备租赁费等）。,会场布置费。会场布置项目的设计、制作、安装和调试费用等，包括大型展会的会场布置费用。,,
961,单选题,32.关于会议接待，以下描述有误的是____。,C,不安排超规格住房，公司内会议住宿用房安排标准间或普通单间。,不得额外配发洗漱用品。,会议用餐一般安排自助餐或标准内宴请。,参会人员确需接送的尽量安排集中乘车。,,
962,单选题,33.会议费用报账手续由会议主办部门办理。各部门应在会议结束后____个工作日内办理报销手续。,C,5,10,15,20,,
963,单选题,34.关于各级领导人员办公面积大小，描述错误的是____,B,地市分公司总经理32平方米；,地市分公司副总经理24平方米；,县公司经理20平方米；,县公司副经理12平方米；,,
964,单选题,35.关于办公用房配置，描述正确的是____,D,因异地工作需要可配置多处办公用房；,办公大楼面积有限时，可长期租用宾馆、酒店房间作为办公用房；,省公司领导、各单位领导人员离退休后，不得占用原单位办公用房，并应在办理退休手续后3个月内腾退办公用房；,以上描述均不正确。,,
965,单选题,36.关于办公用房的描述，正确的是____,D,办公室嵌入式柜体不计入办公用房面积；,办公室门前或同一门进入后有封闭、半封闭式个人空间不计入办公用房面积,其他区域内设置的个人专属空间不计入个人使用面积,所谓开放式办公，即办公用房同员工办公区连为一体，且中间无任何人为不同于员工卡桌的区隔。,,
966,单选题,37.关于领导人员办公配套配备，下面描述错误的是____,B,配置办公家具应当充分考虑办公布局，符合简朴实用要求，不得配置豪华家具，不得使用名贵木材；,便携式计算机设备可配备2台，每台价格不超过10000，最低使用年限为3年；,台式计算机可配备1台，每台价格不超过6500元，最低使用年限为3年；,可每人配备一套办公桌椅、沙发茶几、书柜，最低使用年限为7年。,,
967,单选题,38.关于公务用车制度改革方式，下面描述错误的是____,B,省公司正职领导人员、省公司副职领导人及相当职级人员，通过配备公务用车保障履职需要。地市公司领导人员、县公司领导人员不配备公务用车，采用社会化保障方式保障公务交通；,"异地交流干部采用配备公务用车保障的,探亲往返家庭所在地时可使用公务用车,但可在本地往返机场、车站等公共交通场所；",离退休和调离领导人员不得配备公务用车。,坚持社会化、市场化的方向，继续采取社会化、市场化方式保障公务出行。采用租赁方式配备公务用车的，继续采取租赁方式配备公务用车，租赁车辆标准按照新购配车标准执行；,,
968,单选题,39.关于公务用车配车标准，描述正确的是____,C,"市公司正职领导人员公务用车配备标准为排气量20升（含）以下,购车价格28万元（不含车辆购置税）以内；","市公司副职领导人员及相当职级人员，公务用车配备标准为排气量18升（含）以下,购车价格20万元以内；",配备公务用车要严格执行配备标准，优先选用国产及新能源汽车，不得增加高档配置或者豪华内饰；,以上均不正确,,
969,单选题,40.采用社会化保障公务交通的，每月可据实核销公务交通费。关于公务用公务交通费核销描述错误的是____,A,地市公司领导人员及相当职级人员每月最高不超过3000元；,县公司领导人员及相当职级人员每月最高不超过2500元；,公务交通费核销按年度预算额度据实报销公务交通费用；,,,
970,单选题,41.关于公务用车处置描述错误的是____,C,对于车况及性能较好、符合排放要求的原公务用车，可根据机要通信、商务活动、公务接待、市场营销、工程维护与应急保障等实际生产需要转作生产经营类用车；,"对于车况较差、日常维修费用和油耗高，或车辆安全状况及排放等不符合有关标准要求，以及排气量高的原公务用车,应对其进行处置，严格按照国家、公司国有资产转让有关规定履行相关手续；",不需控制保留用做生产经营的车辆数量；,由于生产经营需要确需保留的较高标准车辆，所属各单位应严格控制数量，并报省公司审批。,,
971,单选题,42.关于公务用车与生产经营用车日常管理描述错误的是____,B,健全车辆日常管理制度，完善车辆预算管理、派车审批、单车核算、入库存放及安全驾驶等管理措施；,加油卡不须实行单车对号使用，所有车辆可根据实际情况确定维修和保养；,规范派车审批手续、派车单填写要求；,加强对车辆日常使用情况的监控，确保每辆车每次出行的详细信息有据可查。,,
972,单选题,43.关于生产经营用车配置标准描述错误的是____,B,公务用车制度改革后保留的轿车型生产经营用车配置标准原则上不高于公司正职领导人公务用车配置标准；,新配备的生产经营用车要严格执行配备标准，轿车型控制在购车价格18万以内、排气量20升（含）以下；,新配备的生产经营用车要严格执行配备标准，商务车型要控制在购车价格38万元以内、排气量30升（含）以下；,优先选用国产汽车，不可增加高档配置或者豪华内饰。,,
973,单选题,44.关于租赁生产经营用车管理描述正确的是____,D,新租赁车辆其标准、管理要求与新购车辆配置方式不同；,"严格规范公务用车租赁管理,租赁公务用车不视同配备公务用车；",单车租赁价格无需与本地区同车型的市场租赁平均价格持平；,要加强对租赁用车费用的管理，明确界定相关费用开支。,,
974,单选题,45.以下哪种情况，不可安排生产用车：____,D,机要通信、商务活动；,公务接待、市场营销；,跨区域公务活动、应急保障；,异地干部往返、政府会议,,
975,单选题,46.省公司某普通员工赴上海公务出差，本次公务出差住宿费的限额标准为：____。,D,400元/人?天,500元/人?天,650元/人?天,600元/人?天,,
976,单选题,47.员工出差需搭乘飞机，正常情况下允许购买的机票舱位为____。,C,商务舱,没有限制,经济舱,头等舱,,
977,单选题,48.省公司某部门领导于11月18日赴海口出差，本次公务出差住宿费的限额标准为：____。,D,400元/人?天,500元/人?天,650元/人?天,600元/人?天,,
978,单选题,49.员工公务出差乘坐长途汽车，对于长途汽车的城市间交通费报销标准为：____。,A,凭据报销,30元,80元,50元,,
979,单选题,50.员工外出进行普通公务出差，以下伙食补助费报销规定不正确的为：____。,C,凡由接待单位统一安排用餐的，应当向接待单位交纳伙食费,伙食补助费按出差自然(日历)天数实行定额包干每人每天100元,员工必须获取合规的伙食费发票以报销伙食补助费,员工报销伙食补助费应当自行用餐,,
980,单选题,51.关于差旅费管理要求，以下哪个说法有误？____。,B,各单位需严格控制出差人数和天数,各单位无需开展差旅费预算管理,各单位需严禁无实质内容、无明确公务目的的差旅活动,各单位需严禁以任何名义和方式借出差之机变相旅游,,
981,单选题,52.省公司部门领导公务出差需在城市间乘坐轮船，关于轮船的城市间交通费报销标准为：____。,C,一等舱,二等舱,三等舱,无限制,,
982,单选题,53.员工公务出差机票的往返地点与经审批的出差行程往返地点不一致，正确的核报标准为：____。,B,如往返机票均为经济舱则可全额报销,由出差人做出详细说明，并经部门领导审批后，城市间交通费按不高于出差行程往返地点的直线距离飞机经济舱全额机票价格报销,该情况不予报销城市间交通费,按照出差往返地点火车的票价标准进行核定,,
983,单选题,54.以下哪个信息不需要填写在《出差申请》中____。,D,出差地点,出差事由,出差日期,报销金额,,
984,单选题,55.为了提高差旅住宿费标准的科学性、有效性，根据国家有关规定，结合住宿费淡旺季市场价格变动因素和公司的实际情况，根据办法规定部分城市对应旺季期间可按一线城市标准核报公务差旅住宿费，以下城市及对应旺季期间错误的是____。,B,西宁（6-9月）,海口（5-6月）,大连（7-9月）,青岛（7-9月）,,
985,单选题,56.以下城市间交通工具中哪一类型是差旅费管理办法规定不可乘坐的____。,A,出租小汽车,高铁,动车,轮船,,
986,单选题,57.省公司普通员工因公赴汕头出差进行通讯设备检查，出差期间以下酒店住宿的情形不符合规定的是____。,C,出差期间该员工的住宿费限额标准为500元/人?天,员工选择入住五星级酒店,员工使用了酒店的有偿洗衣服务，拟将该费用在住宿费中一同报销,员工离店时要求酒店开具增值税专用发票,,
987,单选题,58.下面关于市内交通费的说法错误的是____。,D,市内交通费是指工作人员因公出差期间发生的市内交通费用,普通出差的市内交通费按出差自然（日历）天数实行定额包干，每人每天80元,出差人员全程乘坐本单位公务车出差的，不再报销市内交通费,市内交通费不包括在出发地或目的地同一城市内往返机场、车站、码头的交通费用,,
988,单选题,59.以下附件中有哪一项属于差旅费报账必须提供的附件？____,A,出差申请,伙食费发票,市内交通费发票,住宿费POS机刷卡单,,
989,单选题,60.以下哪一个项不属于广东公司差旅费管理办法（V3.0）规定可予报销的差旅费项目？____,C,伙食补助费,住宿费,国际长途电话费,市内交通费,,
990,单选题,61.以下选项中不符合差旅住宿费发票要求的是____。,D,发票票面信息要齐全,发票上应加盖发票专用章,发票信息理应与业务实质相匹配,收款人、复核人、开票人可为同一人,,
991,单选题,62.以下关于差旅费报账单填写要求错误的是____。,C,员工在填写差旅费报销单时理应按项目分别填写报销金额,如员工多填了市内交通费金额需退单自行核减金额,如员工漏填住宿费金额，可发送邮件给财务服务厅予以添加,如员工少填了伙食补助费金额需退单自行修正金额,,
992,单选题,63.下列关于部门领导出差乘坐火车标准不正确的选项为____。,C,可以乘坐火车硬座,可以乘坐火车硬卧,可以乘坐高铁/动车一等座,可以乘坐全列软席列车二等软座,,
993,单选题,64.广东公司差旅费管理办法（V3.0）中规定的一线城市不包括____。,B,广州,天津,上海,北京,,
994,单选题,65.以下哪些事项不可以在出差期间开展____。,D,公款宴请,公款游览,接受土特产,以上三项均不可以,,
995,单选题,66.如住宿费中包含如洗衣、餐吧、水吧等个人消费项目，正确的报账做法是____。,B,个人消费项目的金额与住宿费一同在住宿费栏目中填列,将个人消费项目的金额剔除后再予填报住宿费,将个人消费项目金额填列在差旅费报账单其他项中进行报销,将个人消费项目按限额标准进行填报,,
996,单选题,67.如果员工公务出差期间目的地由于举办大型活动致使当地酒店房价普遍超出该员工的差旅住宿费标准，该员工该如何处理？____,A,员工填写《出差特殊情况审批表》说明酒店房价超标的情况，经公司分管领导审批后可予报销,员工填写《出差特殊情况审批表》说明酒店房价超标的情况，经部门领导审批后可予报销,员工可直接全额报销差旅住宿费,员工填写《出差特殊情况审批表》说明酒店房价超标的情况，经所在科室主任审批后可予报销,,
997,单选题,68.员工自备车出差发生相关交通费用的报销要求为____。,C,按不高于出差行程往返地点的直线距离飞机经济舱全额机票价格标准报销,凭据报销,不予报销,按不高于出差行程往返地点的火车硬席票价标准报销,,
998,单选题,69.省公司董事长以及总经理赴北京出差的差旅住宿费标准为____。,D,800元/人?天,500元/人?天,600元/人?天,750元/人?天,,
999,单选题,70.不同职级或不同性别的人员在同一团组出差时，因团组人数或性别等原因导致团组内个别成员的住宿费超标但总额不超标，该情况应如何报账？____,C,应核减个人超标住宿费后再予报销,应提交特殊情况审批表经公司领导审批后方可报销,可予以全额报销,经部门领导批准后住宿费可采用双倍开支标准,,
1000,单选题,71.领导人员选拔任用中，应严守规则程序，按制度规定选人用人，营造公正严明的用人环境。不属于严禁的行为有：____,B,“说情打招呼”,按规定程序选拔任用干部,拉票贿选,跑官要官,,
1001,单选题,72.各单位领导人员不得擅自决定用公款以个人名义出版书籍、刊登文章。确因实际工作需要，需用公款出版书籍、刊登文章的，应该____。,C,直接使用公款出版,不得出版,按领导人员管理权限、出版刊登内容领域向相关部门报批,由个人承担费用出版,,
1002,单选题,73.异地任职补贴，补贴标准为每月：____,B,2000元,3000元,4000元,5000元,,
1003,单选题,74.在异地任职期间可据实报销往返交通费，每周往返交通费报销：____,B,各不超过两次,各不超过一次,各不超过三次，且必须据实报销,不限次数，但必须据实报销,,
1004,单选题,75.各单位将____作为异地任职人员的周转住房,A,应优先使用自有产权住房,外部租赁房屋,,,,
1005,单选题,76.周转住房每套建筑面积不得超过：____,C,120平米,130平米,140平米,150平米,,
1006,单选题,77.周转用房超出规定租金标准的部分由____负担,B,公司,个人,公司、个人各承担50%,公司承担80%、个人承担20%,,
1007,单选题,78.周转用房月报销上限标准在中国房地产业协会主办的中国房价行情网站公布的“各城市房屋租赁平均价格”基础上：____,C,上浮20%,上浮40%,上浮50%,上浮100%,,
1008,单选题,79.异地任职人员的社会保险和住房公积金：可由本人选择在____扣缴并管理。,A,户口所在地公司或目前任职所在地公司,户口所在地公司,目前任职所在地公司,原任职地公司,,
1009,单选题,80.关于异地任职领导人员，以下哪项表述最为准确：____,C,不得从原任职单位调任领导人员,不得从原任职单位调任身边工作人员,不得从原任职单位调任领导人员和身边工作人员,,,
1010,单选题,81.对于租赁的住房，配置家具家电时：____,A,不得在月报销上限标准外，单独进行装修装饰或配备额外的家具家电。,可根据实际情况，经省公司批准后，单独进行装修装饰或配备额外的家具家电。,可直接配置额外家具家电，但不能购买高档家具家电。,,,
1011,单选题,"82.个人参加其他面向社会举办的教育培训项目，必须按照干部管理权限向____报告,未经批准不得擅自参加",A,组织人事部门,纪检监察部门,培训学院,直线上级领导,,
1012,单选题,83.领导干部个人参加其他非高收费的社会化培训，费用由____承担；,C,所在单位,培训组织机构,本人,直线上级领导,,
